,date_time,city_area,state,country,ufo_shape,encounter_length,described_encounter_length,description,date_documented,latitude,longitude
18850,2008-12-18 17:00:00,fort lauderdale,fl,USA,circle,1.6,1.6 seconds,Brilliant Blue object seen by dozens @ low altitude.  Appeared to me to be in U.S. Airspace,1/10/2009,26.1219444,-80.1436111
42827,1994-05-17 20:00:00,millersburg,mo,USA,light,2700.0,45mins-90mins,Strange lights in Millersburg,3/21/2003,38.8986111,-92.1233333
71828,2003-08-06 15:45:00,san diego,ca,USA,other,300.0,half hour,Very high in the bright blue sky&#44 string of pearls&#44,8/28/2003,32.7152778,-117.1563889
35271,2014-03-07 20:15:00,san angelo,tx,USA,unknown,900.0,15 minutes,Purple light flashing&#44 mostly red light.,3/18/2014,31.4636111,-100.4366667
38809,2003-04-24 21:04:00,newark,ca,USA,other,10.0,10 seconds,Never saw anything like it - If it&#39s military (ours) is decades ahead of &quot;known&quot; technology&#33,4/27/2003,37.5297222,-122.0391667
28419,2008-02-24 22:15:00,shelton,ct,USA,fireball,3.0,3 seconds,the object went from left to right in matter of three seconds.,3/4/2008,41.3163889,-73.0936111
48982,1992-06-15 02:00:00,scarsdale,ny,USA,,300.0,5 min,Im not sure what im reporting. Perhaps a close encounter from my childhood? I really dont know,3/21/2003,41.005,-73.785
22429,2013-01-24 07:48:00,rocky mount,nc,USA,circle,10.0,10 seconds,Small silvery round object fades away from sight in seconds.,2/4/2013,35.9380556,-77.7908333
47577,1994-06-01 22:00:00,bethlehem,pa,USA,triangle,480.0,6-8 min,UFO Close Enough To Throw Rock At It&#44  Makes No Noise In Bethlehem PA 1994,2/14/2008,40.6258333,-75.3708333
11541,1999-11-20 05:30:00,midlothian,va,USA,fireball,3.0,3 seconds,I WAS OUTSIDE AND I LOOKED UP AND SAW A VERY BRIGHT LIGHT BLUE OBJECT SHOOT HALVEWAY ACROSS THE SKY AND THEN DISSAPEAR,12/16/1999,37.5058333,-77.6494444
27875,2005-02-02 19:00:00,beacon,ny,USA,light,3700.0,6pm  till after 7pm,As I steped outside to the front of my house I saw what I thought was the radio tower of the mountain(Beacon MT.) it started to move sl,2/8/2005,41.5047222,-73.97
7822,2012-11-10 21:00:00,dripping springs,tx,USA,fireball,300.0,5 minutes,34 lit up round objects seen floating across night sky by 4 people,12/20/2012,30.19,-98.0863889
60643,2010-07-29 00:58:00,dayville,ct,USA,light,2.0,seconds,Two women see green streak; power failure in town; green flash 30 minutes later,7/29/2010,41.8463889,-71.8880556
12091,2009-01-12 03:27:00,anderson,sc,USA,light,1260.0,21 minutes,Unknown light hovering in sky toward Townville,3/19/2009,34.5033333,-82.6502778
48266,2005-06-13 02:30:00,freeport,il,USA,flash,60.0,60 sec.,yellowish green flash moved from the south east to the north in a curve followed buy  a jet  5 mins later,6/20/2005,42.2966667,-89.6211111
58448,2011-07-20 13:13:00,san diego,ca,USA,rectangle,540.0,9 minutes,UFO sighted over Mission Valley.,8/7/2011,32.7152778,-117.1563889
2,1955-10-10 17:00:00,chester (uk/england),,Britain,circle,20.0,20 seconds,Green/Orange circular disc over Chester&#44 England,1/21/2008,53.2,-2.916667
48966,1990-06-15 03:00:00,carlisle (on interstate 76),pa,USA,other,300.0,1/2 hr.,The ship was beyond the abilities of our race and time,4/16/2005,40.2013889,-77.1891667
65633,1999-08-13 23:30:00,paw paw,il,USA,unknown,7.0,7 seconds,a bright light appearred and dropped down slowly (about 3 seconds). Then remained stationary for about 3 seconds&#44 and then travelled to,8/30/1999,41.6888889,-88.9811111
66233,1975-08-15 18:00:00,beverly,ma,USA,disk,120.0,2 min,Large hovering disk with lights over Beverly Commons Cemetary,12/7/2006,42.5583333,-70.8805556
66318,1984-08-15 21:00:00,croton-on-hudson,ny,USA,sphere,1200.0,20 mins,craft glided over houses. Seemed to be just above tree line but it was huge so hard to tell how high. Silent. Slow. Many saw it. Police,8/10/1999,41.2083333,-73.8916667
40070,2011-04-03 03:30:00,kearns,ut,USA,triangle,120.0,1 to 2 minutes,bizarre,5/2/2011,40.66,-111.9955556
68232,2013-08-20 22:00:00,smithsburg,md,USA,triangle,120.0,2 minutes,While drivig down the highway I saw three huge lights in a triangle shape hovering over the tree tops on the top of the hill.,8/30/2013,39.6547222,-77.5730556
50247,2013-06-19 23:49:00,stuart,ia,USA,light,4.0,4 seconds,Green moving light.,7/3/2013,41.5033333,-94.3183333
72429,2008-08-08 22:00:00,north bay (canada),on,Canada,other,3600.0,1 hour,Hi: My report is not an eyewitness report but an oddity I found on the net. To begin with&#44 I am a skeptic to ufos being extraterestrial,10/31/2008,46.3,-79.45
4550,2008-10-25 22:45:00,tinley park,il,USA,oval,10.0,10 seconds,UFO Sighting on October 25&#44 2008 in Tinley Park&#44 Illinois West on I-80,10/31/2008,41.5733333,-87.7844444
14111,2008-01-13 03:00:00,san francisco,ca,USA,light,2.0,seconds,I saw two &quot;stars&quot; shoot across the sky one after another - one vertically&#44 the other at a 30 degree angle.,1/21/2008,37.775,-122.4183333
35091,1998-03-07 18:35:00,orlando,fl,USA,sphere,120.0,2 minutes,We observed two sperical objects which were bright white surrounded by a haze which hovered in the eastern sky and then suddenly disapp,1/28/1999,28.5380556,-81.3794444
19085,2002-01-02 17:30:00,osage beach,mo,USA,cigar,600.0,10 minutes,Cigar shaped object seen near Lake of the Ozarks&#44 MO,1/11/2002,38.1502778,-92.6177778
12897,2001-11-25 20:40:00,oakland,ca,USA,light,5.0,5 seconds,Fast moving Green light over Oakland&#44 CA,12/5/2001,37.8044444,-122.2697222
44227,1996-05-25 23:00:00,chico,ca,USA,triangle,6.0,6 seconds,Silent&#44 dark triangle shaped UFO sighting,11/28/2007,39.7286111,-121.8363889
79071,1999-09-04 21:30:00,ridgefield,wa,USA,light,2.0,seconds,a large white ball coming towards me then as I focused on it&#44 it seemed to know somehow that I was aware of it and it turned&#44 faster th,9/12/1999,45.8152778,-122.7413889
31738,2009-03-15 19:58:00,san luis obispo,ca,USA,circle,180.0,3 minutes,03-15-09 ROUND VENSUS SIZE OBJECT MOVING SOUTH TO NORTH JOGING EAST TO WEST,3/19/2009,35.2827778,-120.6586111
74819,2002-09-15 00:00:00,taos,nm,USA,,1.0,1 second,Have video image of nine light crafts traveling at around three miles per sec dark lines in front of clouds shift to light as they pass,3/21/2003,36.4072222,-105.5725
73220,2010-09-11 15:00:00,new york city,ny,USA,other,1200.0,15-20 minutes,2 Silver orbs very high altitude (EAST) . Observed across Hudson  near wtc.,11/21/2010,40.7141667,-74.0063889
64404,2012-08-10 23:10:00,white rock (canada),bc,Canada,fireball,3.0,3 x 20-30 sec./each,A fireball&#44 no noise&#44 appeared then faded into nowhere three times&#44 twice over the same path.,8/19/2012,49.033333,-122.816667
21998,2008-01-23 02:30:00,milpitas,ca,USA,circle,1200.0,20 minutes,small winking light traveled across sky&#44 then stopped and hovered,3/31/2008,37.4283333,-121.9055556
27,1978-10-10 02:00:00,elmont,ny,USA,rectangle,300.0,5min,A memory I will never forget that happened meny years ago.,2/1/2007,40.7008333,-73.7133333
72522,2013-08-08 20:45:00,cakovec (croatia),,Other,light,300.0,5 minutes,White lights.  ((NUFORC Note:  Satellite or ISS??  PD)),8/30/2013,46.389738,16.437965
32945,2013-03-02 22:20:00,hartly,de,USA,circle,300.0,5 minutes,Unidentifed Flying Object Distant Sighting Leading to an Up Close and Personal Encounter- Constant Glowing White- 150 ft away.,4/12/2013,39.1686111,-75.7136111
68870,2009-08-22 04:30:00,warm springs,mt,USA,light,3600.0,1hr+,Bright flickering Light,8/27/2009,46.1813889,-112.7838889
30976,2012-03-12 21:00:00,saint joseph,mo,USA,changing,1200.0,20 minutes (approx.),Bright orange lines that turned into balloon looking objects,3/13/2012,39.7686111,-94.8463889
5507,2005-10-30 19:30:00,porterville,ca,USA,unknown,30.0,30 seconds,Light over Porterville&#44 Ca.,11/8/2005,36.0652778,-119.0158333
66877,1957-08-16 21:30:00,smith&#39s ferry,id,Other,disk,600.0,10 minutes,When a disk UFO passes within a few feet of the truck cab&#44 the Air Force calls it a lost missile.,6/3/2010,44.30648,-116.081001
7067,2005-10-08 15:30:00,san fransisco,ca,Other,sphere,1200.0,20 mins,Three objects flying over san francisco during 2005 Blue Angels air show,11/3/2005,37.77493,-122.419416
11490,1972-11-20 21:00:00,lebanon,tn,USA,oval,3600.0,1 hour,11/20/1972  2100&#44  Tenn Lebanon  oval    30 minutes  usa space craft over friends  house  01/25/09,3/19/2009,36.2080556,-86.2911111
79875,2013-09-07 22:55:00,manchester,nh,USA,circle,420.0,7 minutes,Circular green craft traveling in a repeated tight circle above cloudline.,9/9/2013,42.9955556,-71.4552778
43828,2003-05-22 21:00:00,grangeville,id,USA,disk,360.0,5-6 minutes,Disc or sphere shaped object - appeared like a very bright star at first,5/27/2003,45.9266667,-116.1213889
78214,2006-09-28 03:00:00,fort worth,tx,USA,other,30.0,30 seconds,White Crescent shaped objects spotted.,10/30/2006,32.7252778,-97.3205556
16183,2010-11-08 21:30:00,fontana,ca,USA,fireball,5.0,5 seconds,Fireball over Jurupa Hills in South side part of Fontana Ca.  San Bernardino County 11/08/2010,11/21/2010,34.0922222,-117.4341667
51134,2013-06-22 21:45:00,worthington,oh,USA,fireball,300.0,5 minutes,3 flaming figures over a field in worthington,7/3/2013,40.0930556,-83.0180556
65428,2007-08-12 01:00:00,lynn,ma,USA,fireball,600.0,10minutes,2 balls of fire spheres not that big they seem to be observing earth is what i believe they moved fast like speed of light.,10/31/2008,42.4666667,-70.95
66728,2007-08-15 22:40:00,montreal (canada),qc,Canada,fireball,5.0,3-5 sec.,bluish white fireball observed during 3-5 sec. on SW to NE trajectory over Montreal --possible sat reentry,10/8/2007,45.5,-73.583333
31982,1978-03-17 19:00:00,denver,co,USA,triangle,2700.0,45 minutes,Denver&#44 Colorado&#44 March 17&#44 1977&#44 at around 7:30 pm. Two objects seen up close. One hovered over our home&#44 the other flew over at just,4/2/1999,39.7391667,-104.9841667
59892,2002-07-26 23:50:00,evans,wv,USA,changing,1200.0,20 minutes,Changing orange object over treeline.,8/16/2002,38.8202778,-81.7797222
49107,1997-06-15 22:00:00,ponte vedra,fl,USA,fireball,5.0,5 seconds,Fast moving yellow cigar shaped fireball over heavily wooded area.,5/24/2005,30.2272222,-81.3802778
35404,2012-03-08 01:30:00,baltimore,md,USA,changing,10.0,10 seconds,Objects were flying together as one&#44 then circled each other and disappeared into the sky,3/13/2012,39.2902778,-76.6125
31741,2009-03-15 22:00:00,blackheath (uk/england),,Britain,light,120.0,2mins,Bright light moving across the sky then vanishes as plane comes over.,6/9/2009,55.05,-6.7
10713,2007-11-19 17:30:00,modesto,ca,USA,other,300.0,5 mins,Black helicopter with very bright pulsating light.,11/28/2007,37.6391667,-120.9958333
73522,2001-09-01 03:00:00,dallas,tx,USA,disk,60.0,1 minute,Dallas UFO in the western sky,10/12/2001,32.7833333,-96.8
27552,2008-02-20 19:45:00,blue springs,mo,USA,cigar,60.0,1 minute,Long object with no lights and birds seen underneath during a lunar eclipse about 35 feet above the ground,3/4/2008,39.0169444,-94.2813889
59794,2012-07-25 03:56:00,fairless hills,pa,USA,circle,900.0,10-15 minutes,Bright Light,8/5/2012,40.1794444,-74.8555556
35646,1999-04-10 21:47:00,pleasantville (outskirts of),ia,USA,light,180.0,3 min,a big&#44 very bright light traveling close to the ground very fast&#44 w/a spinning red &amp; white light also&#44 as it flew away&#44 it looked like,4/26/1999,41.3858333,-93.2691667
19024,2012-12-19 23:00:00,omaha,ne,USA,sphere,900.0,10-15mins,2 ufo&#39s following black car down I-80.,9/9/2013,41.2586111,-95.9375
47790,2001-06-01 23:00:00,hilton head,nc,Other,light,300.0,5 minutes,A circular light in the sky that appeared as silently and rapidly as it disappeared.,4/27/2007,35.425364,-82.190141
153,2005-10-10 23:07:00,brainerd,mn,USA,disk,300.0,5 min.,A big lighted up silver saucer.,10/30/2006,46.3580556,-94.2005556
13896,2013-11-30 18:30:00,oakley,ca,USA,fireball,600.0,10 minutes,Four red-orange balls of light seen over Oakley&#44 CA.,12/2/2013,37.9975,-121.7113889
63509,2005-07-07 23:25:00,dallas (dfw airport),tx,USA,unknown,2.0,a few seconds,On July 7&#44 2005 at about 11:30 at night&#44 I noticed a bright light that sped across the sky&#44 and was visible for a couple seconds.,9/2/2005,32.7833333,-96.8
7294,2008-10-09 20:30:00,mckinney,tx,USA,light,40.0,2/3 minutes,Moving &quot;star&quot; sighted over McKinney Texas at 20:30 moving from the northwest to the southwest.,10/31/2008,33.1975,-96.615
14156,2010-11-03 06:45:00,bellevue,wa,USA,other,300.0,5 minutes,Students capture UFO shooting light beam on phone camera,11/21/2010,47.6105556,-122.1994444
59577,1987-07-25 02:00:00,lawton,ok,USA,unknown,600.0,10 min,My girlfriend and I were lying on the ground looking at the stars&#44 we noticed a large object with 6 rings of lights&#44 dull like far away,11/11/2003,34.6086111,-98.39
72902,2006-09-10 21:00:00,bristol (uk/england),,Britain,oval,5.0,3-5 seconds,we were led on our backs looking out for&quot;shooting stars&quot; it appearded out of no where and had a orange brown colour to it it moved very,10/30/2006,51.45,-2.583333
73034,1974-09-11 20:00:00,denver,co,USA,other,300.0,5 min.,Normal heavnly bodies do not travel in geometric patterns.,12/16/2005,39.7391667,-104.9841667
10305,2012-11-17 19:13:00,cedarburg,wi,USA,fireball,540.0,9 minutes,8 red/orange fireball objects&#44 evenly spaced,11/19/2012,43.2966667,-87.9875
64618,2009-08-11 01:04:00,hudson,fl,USA,formation,300.0,5 min,5 circular shaped lights (simlar to a shooting star but WAS NOT) traveling in a group ac,8/27/2009,28.3641667,-82.6936111
45718,2006-05-05 20:15:00,pomona,ca,USA,light,300.0,5 minutes,bright light then it was gone,5/15/2006,34.0552778,-117.7513889
31152,2005-03-13 22:00:00,gettysburg,pa,USA,diamond,60.0,one minute,Wingless oblong diamond craft&#44 three close lights near rear,5/11/2005,39.8308333,-77.2313889
57629,2009-07-17 21:45:00,quebec (canada),qc,Canada,sphere,7200.0,2 hours,Big orange spheres over Quebec City.,8/5/2009,46.8,-71.25
4459,1999-10-25 12:18:00,corinne,ut,USA,disk,15.0,15 seconds,A bright white disk-shaped object flew in veiw.,11/2/1999,41.5511111,-112.1094444
48097,2006-06-12 23:00:00,baton rouge,la,USA,oval,45.0,45 seconds,It went like a shooting star,7/16/2006,30.4505556,-91.1544444
54063,2001-06-07 23:15:00,blackhawk (north of),co,Other,fireball,1.0,1 second,green fireball descending in rocky mountains,8/5/2001,29.577407,-98.491241
32758,2009-03-21 22:00:00,san diego,ca,USA,circle,240.0,2 or 4 min,Two UFOs seen over Ocean Beach in San Diego,4/14/2009,32.7152778,-117.1563889
54514,2008-06-09 23:30:00,parker,co,USA,sphere,600.0,10 minutes,Flying Ball of Fire in Parker Colorado,6/12/2008,39.5186111,-104.7608333
45430,2014-05-03 20:45:00,york,sc,USA,changing,180.0,3 minutes,fast moving,5/8/2014,34.9941667,-81.2422222
11827,2010-11-21 10:00:00,albuquerque,nm,USA,other,360.0,six minutes,Blue/green Hoops in the sky in Albuquerque&#44 New Mexico.,1/5/2011,35.0844444,-106.6505556
69790,2006-08-26 21:00:00,rodman,ny,USA,light,15.0,15 seconds,Extremely bright light that shot straight out of sight at amazing speed.,10/30/2006,43.8511111,-75.9411111
24759,2008-01-05 23:30:00,new caney,tx,USA,circle,3.0,3 sec.,Blue Circle UFO North Sky Texas,1/21/2008,30.155,-95.2111111
19199,2013-01-02 06:20:00,corona,ny,USA,other,300.0,5 minutes,2 Bright Lights seen in Queens&#44 NY,2/4/2013,40.7469444,-73.8605556
13580,2013-11-28 19:50:00,albuquerque,nm,USA,changing,420.0,7 minutes,Five lights plusing over ABQ sky.,12/2/2013,35.0844444,-106.6505556
16133,2009-01-18 07:30:00,los angeles,ca,USA,disk,3600.0,1 hour,Glowing disk like object moving abot Los Angeles,3/19/2009,34.0522222,-118.2427778
36441,2001-04-13 00:00:00,rothschild,wi,USA,unknown,30.0,15-30 seconds,An object with four lights was seen hovering and when approached it sped away at an extreme speed.,4/28/2001,44.8872222,-89.62
47189,1976-06-01 21:00:00,covington,ky,USA,disk,3600.0,approx. 1 hour,The object was brightly lit throughout the entirety of its body. It moved very slowly from the south of the area I lived in. I could ta,1/11/2002,39.0836111,-84.5086111
56222,1999-07-14 23:00:00,deer park,ny,USA,disk,300.0,5 mins,we saw a craft as we were driving down the road.,8/10/1999,40.7616667,-73.3297222
49558,2007-06-16 22:40:00,dewitt,mi,USA,circle,180.0,2-3 minutes,reddish circular oblct&#44 appearing as if on fire&#44 low in sky over Dewitt Michigan visible for 2-3 minutes,8/7/2007,42.8422222,-84.5691667
51089,2012-06-22 20:30:00,poway,ca,USA,sphere,10.0,10 seconds,Unexplained large orange object moving in the sky,7/4/2012,32.9627778,-117.035
46285,2012-05-08 22:30:00,clear lake,ia,USA,cone,600.0,10 minutes,BLUE/GREEN/WHITE Flashing Lights - cone shaped in the Northwestern Sky in Northern Iowa.,5/13/2012,43.1380556,-93.3791667
33353,2011-03-24 21:50:00,coral gables,fl,USA,diamond,60.0,1 minute,Diamond Shaped object seen crossing the view of Orion&#39s Belt in Miami Night Sky,5/13/2012,25.7211111,-80.2686111
3764,2013-10-02 22:00:00,philadelphia,pa,USA,light,300.0,5 minutes,22:00- black sky&#44 medium cloud cover. I was about to cross the street&#44 but i looked up and noticed a soft white light heading northeast,11/11/2013,39.9522222,-75.1641667
54264,2003-06-08 14:35:00,denver,co,USA,diamond,60.0,1 minute,flattened black diamond cruises over Denver in bright blue sky,6/10/2003,39.7391667,-104.9841667
38334,2008-04-02 02:25:00,toronto (canada),on,Canada,unknown,2.0,few seconds,Craft traveling from east to west in Toronto,4/17/2008,43.666667,-79.416667
